TXNAME	GENEID	R2_HCC827.bam	R3_HCC827.bam	R1_HCC827.bam	R3_H1975.bam	R1_H1975.bam	R2_H1975.bam
ENST00000872491	ENSG00000161642	0	0	0	1.87151	13.73195	8.75948
ENST00000872492	ENSG00000161642	41.81355	22.09816	22.5821	0.87276	8.93112	0.00001
ENST00000872493	ENSG00000161642	0	0	0	1.87151	0.00001	0
ENST00000872494	ENSG00000161642	0	0	0	1.87151	0	8.75948
ENST00000872495	ENSG00000161642	0.00002	0.00001	0.00001	1.81014	0	0
ENST00000872496	ENSG00000161642	2.61616	0	0	0	0	0
ENST00000872497	ENSG00000125870	22.22818	22.0741	44.52152	77.91824	144.80338	91.18651
ENST00000872498	ENSG00000125870	1189.57732	1890.25556	2246.32737	4919.8135	5352.35566	4722.53112
ENST00000872499	ENSG00000125870	156.49858	129.92159	194.07627	329.50316	57.1206	306.35415
ENST00000872500	ENSG00000125870	0	0	0	0	2.13625	0
ENST00000872501	ENSG00000125870	0	1.0695	2.15065	3.2182	7.50404	6.42552
ENST00000872502	ENSG00000125870	0	1.23126	0	1.20757	8.45561	6.00081
ENST00000872503	ENSG00000096092	26.37206	55.90523	52.53312	74.42834	80.63627	94.00118
ENST00000872504	ENSG00000096092	4.26796	2.06217	1.06766	7.27372	20.98545	10.38598
ENST00000872505	ENSG00000096092	0	0	6.70636	355.21889	418.82246	366.15603
ENST00000872506	ENSG00000096092	0	0	0	32.40172	46.53583	48.90032
ENST00000872507	ENSG00000096092	0	3.28854	0	164.37894	202.86237	186.05389
ENST00000872508	ENSG00000096092	13.87087	19.59061	28.43754	47.87378	54.5725	50.89131
ENST00000872509	ENSG00000096092	3.42022	0.54776	1.12178	13.79569	17.47311	24.63683
ENST00000872510	ENSG00000096092	0	0	0	0	1.00685	1.004
ENST00000872512	ENSG00000135604	0	0	0	12.89777	0	11.77289
ENST00000872514	ENSG00000135604	0	0	0	0.83208	0	5.17459
ENST00000872515	ENSG00000135604	1	1.5	0.02047	0	0	0
ENST00000872520	ENSG00000157349	36.71488	18.80637	28.95191	7.17548	0	1.35466
ENST00000872521	ENSG00000157349	0	2.49905	1.35477	0	1.22016	0
ENST00000872522	ENSG00000157349	1.47941	4.97582	1.38412	1.15557	1.1088	1.03077
ENST00000872523	ENSG00000157349	0	0	1.27824	0	0	3.0309
ENST00000872524	ENSG00000142192	27.52554	16.37802	0.00006	18.35514	28.82141	17.63263
ENST00000872525	ENSG00000142192	0	0.00002	11.8726	0	0.00007	0.00001
ENST00000872526	ENSG00000142192	0	0.00001	0	0	0	2.81006
ENST00000872527	ENSG00000142192	0	5.50311	0	0	0.00003	0
ENST00000872528	ENSG00000142192	26.85032	3.26928	0	0.00009	0.00001	2.81819
ENST00000872529	ENSG00000142192	0	0	0	9.14141	0.00002	7.83229
ENST00000872530	ENSG00000142192	0	5.55631	13.12947	8.85276	20.48202	5.21137
ENST00000872531	ENSG00000142192	6.02627	0	0	12.74267	5.27079	2.21535
ENST00000872533	ENSG00000142192	0	0	0	0	2.80069	0
ENST00000872534	ENSG00000142192	0	0	0	2.28818	0	1.8281
ENST00000872535	ENSG00000142192	0.13134	0	0	0	0	1.60409
ENST00000872536	ENSG00000142192	2.23051	0	2.0403	2.32561	0	0
ENST00000872537	ENSG00000142192	0.33163	0	0	0	0	0
ENST00000872538	ENSG00000142192	0.79718	0	0	7.39378	7.7388	0
ENST00000872540	ENSG00000101049	18.65563	4.36859	0	0	0	0
ENST00000872541	ENSG00000101049	2.33195	1.09215	1.40606	0	0	0
ENST00000872544	ENSG00000101049	6.28142	1.097	4.9045	0	0	0
ENST00000872546	ENSG00000170571	0	7.53145	0	4.54748	0	0
ENST00000872547	ENSG00000137770	8.66444	71.32066	96.45003	67.42105	181.69431	169.11567
ENST00000872548	ENSG00000137770	69.33555	3.35199	0	105.50445	14.58042	0.00001
ENST00000872551	ENSG00000137770	0	0	0	0	1.23802	0
ENST00000872552	ENSG00000161082	0	0	2.38978	5.76877	1.1	5.1949
ENST00000872553	ENSG00000139197	0	0	2.47346	0	0	0
ENST00000872556	ENSG00000139197	1.02562	0	0	0	0	0
ENST00000872557	ENSG00000139197	17.02402	11.94445	17.23527	15.00572	5.15231	0
ENST00000872558	ENSG00000139197	0	2.98611	0	2.50095	0	2.28033
ENST00000872559	ENSG00000139197	350.00637	132.3002	75.14158	52.00293	31.95667	17.3907
ENST00000872560	ENSG00000139197	6.86995	26.70028	9.04944	0	0	0
ENST00000872562	ENSG00000139197	1.23427	10.02385	3.79633	0	0	0
ENST00000872563	ENSG00000139197	2.93536	4.98209	7.71881	7.66538	4.67405	1.9869
ENST00000872564	ENSG00000139197	23.22139	9.4383	6.91085	0.00001	0	3.21511
ENST00000872565	ENSG00000139197	0	3.08872	2.87254	0	2.75843	2.28033
ENST00000872567	ENSG00000139197	0	0	0.62973	0	0	0
ENST00000872568	ENSG00000139197	0.42937	0	0.88454	0	0	0
ENST00000872569	ENSG00000139197	0	2.33478	7.11547	4.19669	0	0
ENST00000872571	ENSG00000139197	0	0	0	0	3.85887	0
ENST00000872572	ENSG00000139197	9.84429	8.59982	7.0937	14.57044	5.41432	4.87429
ENST00000872574	ENSG00000139197	14.89497	0	8.51623	0	2.21361	3.47779
ENST00000872575	ENSG00000139197	0	1.81526	0	1.92606	0	0
ENST00000872577	ENSG00000139197	10.21441	5.97222	2.87254	0	0	0
ENST00000872580	ENSG00000167470	0.914	0	1.39282	0	0.82924	0
ENST00000872581	ENSG00000196507	0	1.40395	15.3553	2.50844	76.65705	53.81409
ENST00000872582	ENSG00000196507	574.0679	562.7175	638.36256	768.83773	973.04292	824.60207
ENST00000872583	ENSG00000196507	14.7907	9.14472	11.20586	17.17828	14.42612	17.59865
ENST00000872584	ENSG00000196507	0	0	1.47317	2.98565	1.67091	1.64837
ENST00000872585	ENSG00000196507	228.48857	83.54325	120.29527	140.87893	174.61528	255.87269
ENST00000872586	ENSG00000196507	5.0275	4.95117	16.57828	11.10017	7.97747	11.65823
ENST00000872587	ENSG00000196507	0	1.85191	0	0.29151	5.77972	2.08136
ENST00000872589	ENSG00000196507	0	4.95117	7.05813	2.47655	5.6982	5.85132
ENST00000872592	ENSG00000196507	0	2.47601	2.3663	3.83941	7.83812	6.87319
ENST00000872593	ENSG00000196507	0	2.02222	0	1.02436	0	0
ENST00000872595	ENSG00000107485	2.57989	0	1.21539	0	0	0
ENST00000872596	ENSG00000115207	7.94709	9.71778	2.14037	6.42312	2.03312	5.98603
ENST00000872597	ENSG00000115207	0	14.2594	12.81073	25.63318	8.11678	17.93586
ENST00000872599	ENSG00000115207	0	0	2.50031	0	5.41025	3.11498
ENST00000872600	ENSG00000115207	4.69851	0.00991	1.64883	0	0	0
ENST00000872601	ENSG00000115207	0	0	0	0	5.40768	0
ENST00000872602	ENSG00000115207	0	4.24196	2.04387	2.1437	0	3.64439
ENST00000872603	ENSG00000115207	0	0.00001	1.20145	3.48914	0	2.16719
ENST00000872604	ENSG00000115207	524.45683	0	75.66082	9.06705	14.43832	3.30386
ENST00000872605	ENSG00000115207	0	0	0	2.14104	0	1.93884
ENST00000872606	ENSG00000115207	63.69102	205.31973	330.94736	233.13757	292.61945	279.36889
ENST00000872608	ENSG00000100908	4.88465	9.35853	4.11552	6.07938	4.09842	9.1679
ENST00000872609	ENSG00000065485	0	1.05465	0	0	0	1.02568
ENST00000872610	ENSG00000065485	0	0	0	0	2.94095	0
ENST00000872611	ENSG00000165322	45.98086	22.845	42.92066	13.45021	19.04622	1.59049
ENST00000872612	ENSG00000165322	0	5.05889	0	7.80743	0.00001	4.7791
ENST00000872614	ENSG00000165322	0	0	0	1.35273	1.51243	0
ENST00000872615	ENSG00000165322	0	2.27254	0	0	0	0
ENST00000872616	ENSG00000166225	0	3.57704	2.96061	6.61694	7.29482	3.47313
ENST00000872617	ENSG00000166225	0	0	0	0	0	20.81547
ENST00000872618	ENSG00000166225	0	0	0	1.46151	1.40956	0
ENST00000872622	ENSG00000166225	3.31254	0	0	4.38103	12.14151	3.34816
ENST00000872623	ENSG00000116288	1.95375	0	4.06533	12.72992	10.96381	6.2949
ENST00000872624	ENSG00000116288	13.33277	23.61326	46.74791	24.25569	34.26278	27.81892
ENST00000872625	ENSG00000116288	7.18223	12.69455	17.75355	11.41554	10.11374	7.44052
ENST00000872626	ENSG00000116288	19.24307	31.82091	48.65734	33.74737	33.83939	57.06567
ENST00000872627	ENSG00000116288	22.42253	21.16803	32.79823	39.36057	37.58713	41.93696
ENST00000872628	ENSG00000116288	2788.14368	3580.6818	3481.45263	2207.06876	3751.21905	3079.38851
ENST00000872629	ENSG00000116288	19.4327	22.93274	24.40851	33.7461	32.55542	30.49968
ENST00000872630	ENSG00000116288	11.61619	12.92837	15.1066	19.0336	23.51937	29.01281
ENST00000872631	ENSG00000116288	424.10157	454.75179	173.52202	358.07322	560.52726	529.15989
ENST00000872632	ENSG00000163220	0	4.2607	0	31.72041	27.4254	4.5929
ENST00000872633	ENSG00000163220	0	0	0	3.14392	2.11001	2.07859
ENST00000872634	ENSG00000163220	43.62406	58.25959	98.32442	496.34913	518.96235	428.79716
ENST00000872635	ENSG00000130643	0	0	0	0	1.33333	0.73929
ENST00000872638	ENSG00000130643	0	0	0	0	1.33333	0.73929
ENST00000872639	ENSG00000111641	0	0	0	4.6667	2.13387	5.10612
ENST00000872640	ENSG00000111641	0	0	2.06093	0.00001	0.00001	2.4773
ENST00000872641	ENSG00000111641	0	1.78618	0	9.19553	4.89286	3.06013
ENST00000872642	ENSG00000111641	0.00003	0	0.00001	2.90367	4.71123	0.00001
ENST00000872644	ENSG00000101265	1.98217	0	0	0	0	0
ENST00000872647	ENSG00000101265	6.00364	17.05154	18.05057	1.56583	0	0
ENST00000872649	ENSG00000101265	0	0	0	0.53501	3.05927	2.49132
ENST00000872650	ENSG00000101265	0	0	0	0.53501	3.05927	2.49132
ENST00000872653	ENSG00000158560	1.875	7.0074	1.06667	0.9	0.74402	2.05108
ENST00000872654	ENSG00000158560	0	0	1.06667	0.9	0.74402	1.19239
ENST00000872655	ENSG00000158560	0	0	1.06667	0.9	0.74402	1.19239
ENST00000872656	ENSG00000158560	0	0	0	0.9	0.74402	1.19239
ENST00000872657	ENSG00000050405	315.32045	199.32131	522.8614	179.15623	279.01589	0.00013
ENST00000872658	ENSG00000050405	0	2.46612	2.57531	6.75792	3.7426	0
ENST00000872659	ENSG00000050405	0	0.00008	0.00016	0.00014	0	0
ENST00000872660	ENSG00000050405	485.60796	25.03374	33.41456	80.62964	1.49018	0
ENST00000872661	ENSG00000050405	1.4927	0	2.80806	8.18965	11.12049	8.43633
ENST00000872662	ENSG00000050405	0	0	0	0	1.24813	0
ENST00000872663	ENSG00000050405	0	0	0	2.48379	0	0
ENST00000872664	ENSG00000050405	0	3.16064	1.56874	0	1.56659	0
ENST00000872665	ENSG00000050405	4.09246	4.9888	12.98808	0	1.24813	0
ENST00000872666	ENSG00000166394	0	0	0	1.36452	2.68359	1.33262
ENST00000872669	ENSG00000166394	0	0	0	0	1.27593	0
ENST00000872672	ENSG00000166394	0	4.09166	0	0	0	0
ENST00000872674	ENSG00000166394	0	0	0	0	1.34275	2.66523
ENST00000872675	ENSG00000166394	0	0	0	2.60315	0	0
ENST00000872676	ENSG00000140367	0	0	0	0	2.69507	2.27615
ENST00000872678	ENSG00000140367	0	0	0	2.73352	5.63568	0
ENST00000872679	ENSG00000140367	0	0	0	2.4098	3.3808	0
ENST00000872680	ENSG00000140367	0	2.62399	0	0	0	0
ENST00000872682	ENSG00000140367	5.65603	7.28469	0	10.19308	0	6.49069
ENST00000872683	ENSG00000140367	0	0	0	0	0	4.73152
ENST00000872684	ENSG00000140367	0	0	0	1.82572	0	0
ENST00000872693	ENSG00000140367	0	0	0	0	2.4084	0
ENST00000872694	ENSG00000120805	14.25703	13.1376	5.54772	20.61356	4.34901	5.2683
ENST00000872695	ENSG00000105289	10.2871	4.30527	2.94172	0	1.25546	1.21872
ENST00000872698	ENSG00000105289	0	0	0	0	1.80261	0
ENST00000872701	ENSG00000105289	261.21622	301.21001	176.79903	46.99067	39.71557	35.36318
ENST00000872702	ENSG00000158006	64.99906	28.99911	24.09838	3.19419	0	43.08931
ENST00000872703	ENSG00000158006	0	1.18099	0	1.31771	0	2.28781
ENST00000872704	ENSG00000158006	2.19361	1.05831	2.1494	0	4.85426	0
ENST00000872705	ENSG00000158006	0	7.40702	2.1494	3.52894	6.05734	3.16107
ENST00000872708	ENSG00000158006	0	0	0	0.00001	5.13008	5.73622
ENST00000872711	ENSG00000165071	0	0	0	0	1.5	0
ENST00000872717	ENSG00000068971	0	3.06647	1.5298	5.99937	4.62696	3.5132
ENST00000872719	ENSG00000068971	0.71737	0	0	0	0	0
ENST00000872722	ENSG00000068971	0	0	0.7619	0	0	0
ENST00000872724	ENSG00000068971	0	3.33477	16.01905	31.6675	13.54826	0
ENST00000872726	ENSG00000068971	10	0	0	1.71466	0	2.08767
ENST00000872727	ENSG00000068971	54.54975	35.91548	42.39754	60.61846	39.92275	6.26302
ENST00000872728	ENSG00000068971	0	0	0	0	0	1.7566
ENST00000872730	ENSG00000068971	0	0	0	0	0	34.7684
ENST00000872731	ENSG00000068971	0	0	0	0	2.93589	0
ENST00000872734	ENSG00000168899	11.75186	9.76159	14.23846	0	0	0
ENST00000872736	ENSG00000117228	50.21554	0.00001	13.10354	78.4339	30.25481	35.06973
ENST00000872737	ENSG00000117228	0.00001	0.00001	0.00001	0	0.00001	0.00001
ENST00000872739	ENSG00000117228	32.38416	0	0	0	0	0
ENST00000872740	ENSG00000074603	0	0.00001	0	74.26588	31.62037	47.08108
ENST00000872741	ENSG00000074603	4.29622	8.15004	10.01724	23.03354	23.64838	22.00214
ENST00000872742	ENSG00000074603	0.92943	0	0	0	0	0
ENST00000872743	ENSG00000074603	0	6.29597	0	11.59312	6.2742	5.25184
ENST00000872744	ENSG00000074603	0.92943	0	0	21.13772	7.37304	5.04554
ENST00000872745	ENSG00000074603	2.90611	0	0	43.72222	0	0.00001
ENST00000872746	ENSG00000074603	0.00001	0	0	0	0	0.00002
ENST00000872747	ENSG00000074603	1.68929	0	0	117.27105	8.11659	15.12675
ENST00000872748	ENSG00000074603	1.68929	0	0	0.00002	3.83098	0
ENST00000872749	ENSG00000074603	1.68929	0	0	0	0	0
ENST00000872751	ENSG00000074603	0	0	0	0	2.89684	0
ENST00000872754	ENSG00000074603	0	0	0	2.05802	0	0
ENST00000872755	ENSG00000074603	0	0	0	0	0.00002	0
ENST00000872762	ENSG00000142186	170.97939	248.44646	80.01622	165.02013	51.20334	32.8907
ENST00000872763	ENSG00000142186	46.23875	145.89857	116.76902	62.65888	90.38471	52.77959
ENST00000872764	ENSG00000142186	183.90313	0	38.50356	0	25.64009	0
ENST00000872765	ENSG00000142186	0	0	0	0	1.19304	0.00001
ENST00000872766	ENSG00000142186	11.75936	0	0	11.26059	0	5.20097
ENST00000872767	ENSG00000142186	0	0	0	0	2.19043	0
ENST00000872768	ENSG00000142186	0	0	0	0	0	2.10946
ENST00000872769	ENSG00000142186	0	4.70287	0	0	0	0.00001
ENST00000872770	ENSG00000142186	30.49427	2.075	6.78611	34.55556	32.10608	40.79619
ENST00000872771	ENSG00000142186	3.8613	0	0	0	0	0
ENST00000872773	ENSG00000142186	0	8.59663	0	0.00001	0	3.42513
ENST00000872774	ENSG00000142186	10.09796	5.46996	11.82664	10.98789	6.24981	8.31941
ENST00000872775	ENSG00000142186	4.47157	4.04696	2.75525	9.1069	0	0
ENST00000872777	ENSG00000142186	0	0	0	0.71188	0	0.00001
ENST00000872778	ENSG00000142186	0	0	0.00001	0	0	0
ENST00000872779	ENSG00000142186	0.00002	0	0	0	0	0
ENST00000872780	ENSG00000142186	0	3.62712	0	0	0	2.34543
ENST00000872781	ENSG00000142186	0	0	69.13546	0	0.00001	0
ENST00000872782	ENSG00000142186	0	0	6.6871	0	0	0
ENST00000872784	ENSG00000198420	228.11227	145.93711	129.54291	412.76445	546.2989	339.28154
ENST00000872785	ENSG00000198420	2.44064	0	1.47632	1.13766	4.79231	1.12528
ENST00000872786	ENSG00000198420	2.37347	6.84335	4.41426	7.91024	11.87533	5.57221
ENST00000872787	ENSG00000198420	0	0	0	17.82588	16.1519	11.06846
ENST00000872789	ENSG00000104866	0	0	2.3118	0	0	0
ENST00000872790	ENSG00000104866	77.33494	44.32204	24.16082	11.40311	23.68454	0
ENST00000872791	ENSG00000120837	18.13698	37.27273	0	107.83268	46.26574	211.79275
ENST00000872792	ENSG00000120837	5.92341	0	1.78218	1.59912	1.6359	1.73154
ENST00000872793	ENSG00000120837	80.48879	16.29771	0	0.00001	0.00001	0.00001
ENST00000872794	ENSG00000120837	0	0	1.45783	1.23105	4.04528	5.92069
ENST00000872795	ENSG00000120837	1.2034	0	0	0	0	0
ENST00000872797	ENSG00000099995	0	1.74727	1.89598	1.42402	5.86878	1.372
ENST00000872798	ENSG00000179304	4.28819	0	1.19352	8.16903	0	0
ENST00000872799	ENSG00000179304	4.28819	0	1.19352	0	0	0
ENST00000872801	ENSG00000179304	7.33665	11.91813	9.68866	10.51657	5.166	15.52872
ENST00000872802	ENSG00000179304	0	0	0	1.66248	0	0
ENST00000872803	ENSG00000179304	7.33665	4.28941	9.68866	0	25.22527	20.82984
ENST00000872806	ENSG00000172748	0	0	1.46018	9.18652	6.34757	8.61783
ENST00000872807	ENSG00000172748	0	0	0	0	1.58689	0
ENST00000872808	ENSG00000172748	1.97589	2.53215	6.35988	0	0	2.8111
ENST00000872810	ENSG00000149257	0.00001	0	0	0	0	0
ENST00000872811	ENSG00000149257	0.00001	0	0	0	0	0
ENST00000872812	ENSG00000149257	4.22561	7.3181	1.96238	8.36445	15.10333	32.10081
ENST00000872813	ENSG00000149257	295.88105	0.00001	132.35242	121.80399	69.69846	0.00009
ENST00000872814	ENSG00000134899	70.90579	0	19.44991	78.50475	4.75689	24.84041
ENST00000872815	ENSG00000132004	0	5.75745	0.00001	0	0.00002	4.77602
ENST00000872816	ENSG00000132004	1.35228	1.10126	17.84853	7.12121	19.17187	3.02344
ENST00000872817	ENSG00000134202	0	0	1.07056	0	0	0
ENST00000872822	ENSG00000267060	0	1.33474	0	3.07692	5.45455	3.64698
ENST00000872823	ENSG00000267060	0	0	0	3.07692	0	1.21765
ENST00000872826	ENSG00000170802	3.59233	0	10.52307	0	0	0
ENST00000872827	ENSG00000170802	0	0	13.05169	0	0	0
ENST00000872828	ENSG00000170802	0	0	3.73641	0	16.43116	0
ENST00000872829	ENSG00000170802	0	3.62598	3.73641	6.47304	22.97146	6.69641
ENST00000872830	ENSG00000170802	0	0	0	0.00001	0.00001	0.00001
ENST00000872831	ENSG00000170802	0	1.05304	0	0	0	0
ENST00000872832	ENSG00000170802	0	0	0	0	9.11943	0
ENST00000872834	ENSG00000083799	0	2.54864	0	2.69262	0.00001	0
ENST00000872835	ENSG00000083799	3.27576	3.85942	7.5234	5.05496	5.31351	0
ENST00000872836	ENSG00000083799	0	0	0	18.66836	19.49861	13.42869
ENST00000872837	ENSG00000083799	0	0	0	0	5.44677	2.02492
ENST00000872840	ENSG00000083799	0	0	0	3.16052	0	0
ENST00000872841	ENSG00000083799	0	0	0	0.00001	2.79774	0
ENST00000872842	ENSG00000083799	0	0	0	0	0	2.05429
ENST00000872846	ENSG00000083799	0	0	0	0	15.36079	17.87656
ENST00000872847	ENSG00000083799	0	0	0	1.87367	0	0
ENST00000872849	ENSG00000083799	0	0	0	0	0	2.97176
ENST00000872852	ENSG00000083799	16.56885	0.59236	36.51913	0.03619	27.91896	3.42846
ENST00000872853	ENSG00000083799	18.39816	19.32414	0	45.08672	5.30947	99.99076
ENST00000872854	ENSG00000083799	0	0	0	1.2229	3.91882	1.10656
ENST00000872855	ENSG00000083799	0	0	0	0	1.97468	2.08797
ENST00000872857	ENSG00000034239	0	0.91703	0	0	0	0
ENST00000872859	ENSG00000073711	0	0	0	0	1.18521	0
ENST00000872860	ENSG00000073711	0	0	0	2.57094	0	0
ENST00000872863	ENSG00000073711	0	0	0	0	1.05509	0
ENST00000872885	ENSG00000132122	0	3.53553	0	0	2.75079	0
ENST00000872887	ENSG00000132122	0	14.20956	9.36121	0	1.39339	0
ENST00000872889	ENSG00000148399	6.26499	5.55265	7.71681	11.88652	6.96592	5.08553
ENST00000872890	ENSG00000179241	17.06458	0	0	0.04139	0	0
ENST00000872891	ENSG00000179241	7.96771	0	15	0	0	20
ENST00000872894	ENSG00000214944	4.35983	4.73831	0	3.44887	6.5698	4.67065
ENST00000872895	ENSG00000214944	0	1.47394	0	0	1.44104	4.24152
ENST00000872896	ENSG00000214944	0	0	1.68162	0	0	0
ENST00000872903	ENSG00000162772	0	8.24871	8.2785	1.72003	1.55358	3.57342
ENST00000872904	ENSG00000048540	0	0	1.17125	0	0	0
ENST00000872908	ENSG00000048540	6.41484	8.38912	8.48633	0	3.76995	2.52841
ENST00000872911	ENSG00000048540	2.55271	1.76073	1.81467	0	0	0
ENST00000872912	ENSG00000048540	10.65019	7.56446	18.86113	21.15178	9.06607	21.48654
ENST00000872913	ENSG00000048540	0	0	0	0	3.86456	1.23908
ENST00000872918	ENSG00000048540	0.34489	0	0	1.04138	0	0
ENST00000872919	ENSG00000139178	74.57273	17.95088	31.46496	74.68386	74.76296	43.81452
ENST00000872920	ENSG00000139178	0.00001	0	0	0	0	0
ENST00000872921	ENSG00000139178	0	0.00001	6.52153	0	0.00001	0
ENST00000872922	ENSG00000093000	0	0	0	0	3.95757	0
ENST00000872923	ENSG00000093000	0	0	0	0	1.26459	1.70464
ENST00000872924	ENSG00000093000	0	0	0	0	0	1.08947
ENST00000872925	ENSG00000115648	0	0	0	0	0	3.72652
ENST00000872926	ENSG00000115648	70.82375	134.37784	104.09512	77.52686	84.13638	96.41053
ENST00000872927	ENSG00000115648	219.26614	295.07572	297.27588	115.28243	158.12587	120.32184
ENST00000872928	ENSG00000115648	0	7.41969	2.03638	3.31189	3.22971	5.23535
ENST00000872929	ENSG00000115648	0	1.57428	0	0	0	0
ENST00000872930	ENSG00000115648	0	0	2.03638	0	0	0
ENST00000872931	ENSG00000115648	2.52398	12.56389	5.95705	14.50782	32.51545	14.45345
ENST00000872932	ENSG00000115648	0	0	4.14897	0	3.24025	0
ENST00000872933	ENSG00000115648	2.02611	0	0	0	0	0
ENST00000872934	ENSG00000115648	3.5734	11.10223	6.18489	10.86348	2.15932	5.40586
ENST00000872936	ENSG00000115648	0	4.22666	0	0	5.82819	0
ENST00000872937	ENSG00000115648	0	2.84664	0	0	0.00003	0
ENST00000872938	ENSG00000107281	16.06185	6.62939	9.09692	1.94696	1.30106	2.88377
ENST00000872939	ENSG00000107281	21.16201	11.40856	0	1.97037	0	8.30514
ENST00000872940	ENSG00000107281	4.02188	0	0.00001	1.94696	0	1.44189
ENST00000872941	ENSG00000107281	0.00001	1.48202	1.78669	0	0	0
ENST00000872942	ENSG00000107281	0	0	0	0	1.23466	0
ENST00000872944	ENSG00000107281	3.89307	0	0	0	0	0
ENST00000872945	ENSG00000107281	4.01669	6.15732	2.96404	0	1.29505	0
ENST00000872946	ENSG00000107281	17.05913	9.24057	13.86714	3.87544	2.59791	1.26797
ENST00000872948	ENSG00000163536	0	0	0	0	4.51963	0
ENST00000872955	ENSG00000120915	1.50602	1.19028	3.75907	0	0	0
ENST00000872958	ENSG00000120915	0	0	2.4609	0	0	0
ENST00000872961	ENSG00000120915	28.46177	44.13736	29.53265	12.10226	13.57028	8.4813
ENST00000872969	ENSG00000205593	78.57398	47.74921	38.27304	22.67058	19.99254	14.0345
ENST00000872971	ENSG00000205593	2.47812	1.15812	2.40499	3.53453	0	0.00686
ENST00000872972	ENSG00000205593	5.60802	2.35024	2.60192	1.24861	2.70923	0
ENST00000872974	ENSG00000170190	21.07835	13.53642	24.52419	3.27661	3.19927	1.59372
ENST00000872976	ENSG00000170190	0	1.41515	0	0	0	0
ENST00000872977	ENSG00000170190	15.82724	31.50154	124.08616	124.352	21.14642	94.59743
ENST00000872978	ENSG00000170190	0	0	0	1.57463	1.59964	3.1453
ENST00000872979	ENSG00000170190	0	0	0	1.55835	0	0
ENST00000872980	ENSG00000170190	1.5056	0	1.75173	4.91492	9.59782	7.45552
ENST00000872981	ENSG00000170190	5.98581	8.06878	1.77697	4.72389	3.19927	22.01712
ENST00000872982	ENSG00000170190	6.02239	20.24844	17.51728	28.14543	11.47219	27.44205
ENST00000872983	ENSG00000170190	0	1.69205	5.25518	8.19153	1.59964	14.34344
ENST00000872985	ENSG00000170190	4.44287	8.65069	14.53963	20.51941	26.06156	18.0399
ENST00000872986	ENSG00000170190	0	0	0	6.23341	2.04019	2.48106
ENST00000872987	ENSG00000170190	0	5.10832	0	3.6668	1.622	4.977
ENST00000872989	ENSG00000170190	0	4.84127	5.3309	1.57463	0	0
ENST00000872992	ENSG00000170190	0	1.61376	0	0	0	0
ENST00000872993	ENSG00000136021	11.49985	13.34115	45.27004	10.51364	28.36946	26.12803
ENST00000872994	ENSG00000136021	36.47505	0	0.00001	0	4.78245	0
ENST00000872998	ENSG00000136021	83.42385	25.29015	53.6154	110.05687	122.11013	46.01198
ENST00000873000	ENSG00000116497	45.23648	89.31158	118.48572	127.8605	121.71442	139.80016
ENST00000873002	ENSG00000116497	0	0	0	0	0	2.77735
ENST00000873003	ENSG00000116497	0	2.03945	0	0	0.00001	0.00001
ENST00000873004	ENSG00000116497	2.83233	0	1.77105	0	0	0
ENST00000873005	ENSG00000116497	0	0	0	3.50689	0	0.06932
ENST00000873006	ENSG00000116497	0	0	0	3.07897	1.72596	0.86679
ENST00000873007	ENSG00000116497	0	0	0	0	6.1623	1.53338
ENST00000873008	ENSG00000116497	25.60624	0	0	0	0	0
ENST00000873009	ENSG00000142166	0	10.04661	3.17122	5.40065	2.23376	8.40532
ENST00000873010	ENSG00000142166	0	2.66337	0	0	3.39365	0
ENST00000873011	ENSG00000142166	0	3.68313	0	1.77072	0	6.15224
ENST00000873012	ENSG00000142166	0	0.00001	2.65331	0	0.00002	1.67329
ENST00000873014	ENSG00000135919	0	0	0	0.10303	0	0
ENST00000873016	ENSG00000135919	0	0	0	0.10303	0	0
ENST00000873017	ENSG00000135919	0	0	0	0.10303	0	0
ENST00000873018	ENSG00000135919	0	0	0	0.10303	0	0
ENST00000873027	ENSG00000197415	0	1	0	0	0.5	0
ENST00000873029	ENSG00000047188	0	2.07984	0	0	0	0
ENST00000873032	ENSG00000238227	0	0	0	0	1.85598	0
ENST00000873038	ENSG00000150967	0	0.48234	0	0	0	0
ENST00000873039	ENSG00000150967	0	9.15596	0	0	23.28988	0
ENST00000873041	ENSG00000198265	0	0	0	0	0	2.59481
ENST00000873046	ENSG00000080189	238.52766	0.09773	30.7795	719.57247	770.84588	498.69604
ENST00000873047	ENSG00000080189	34.18404	383.84981	176.67452	41.28672	0.00016	0.00016
ENST00000873048	ENSG00000080189	31.7797	27.98571	20.53736	26.61828	16.72518	0.25077
ENST00000873049	ENSG00000080189	0	3.34983	3.95002	24.38838	9.62296	0
ENST00000873051	ENSG00000080189	0	0	0	2.96571	0	0
ENST00000873052	ENSG00000080189	0	0	0	0	0	2.04836
ENST00000873053	ENSG00000080189	0	0	3.02001	0	0	0
ENST00000873054	ENSG00000080189	0	2.85306	2.94041	0	0	4.15196
ENST00000873057	ENSG00000080189	2.10277	5.16068	1.25417	0	0	2.03764
ENST00000873058	ENSG00000080189	0	1.27799	0	0	0	3.89211
ENST00000873060	ENSG00000080189	0	1.32698	1.18115	0	4.20036	0
ENST00000873061	ENSG00000080189	0	0	0	2.08461	0	0
ENST00000873062	ENSG00000080189	9.7201	19.66646	14.28022	28.71315	42.40432	16.81548
