TXNAME	GENEID	R2_HCC827	R3_HCC827	R1_HCC827	R3_H1975	R1_H1975	R2_H1975
ENST00000917565	ENSG00000125731	1	0	2	0	0	0
ENST00000917566	ENSG00000125731	0	0	0	3	2	1
ENST00000917574	ENSG00000012061	11	19	13	3	1	2
ENST00000917575	ENSG00000012061	0	1	0	5.84893	0	2
ENST00000917576	ENSG00000012061	1	0	3	8.46678	10	7
ENST00000917578	ENSG00000012061	0	0.89033	0.63251	0	0	3
ENST00000917579	ENSG00000012061	1	2.71359	4.91255	0	4	0
ENST00000917587	ENSG00000160214	0	1	0	0	0	0
ENST00000917592	ENSG00000143319	0	0	2	0	1	0
ENST00000917596	ENSG00000108828	2	16	3.22145	3.23095	4.41376	5.26321
ENST00000917598	ENSG00000196290	1	0	0	0	0	0
ENST00000917599	ENSG00000196290	0	0	1	0	0	0
ENST00000917601	ENSG00000196290	0	2	1	0	0	0
ENST00000917605	ENSG00000196290	0	1	0	1	1	1
ENST00000917609	ENSG00000048140	0	0	0	1	0	1
ENST00000917612	ENSG00000048140	1	0	0	0	3	0
ENST00000917622	ENSG00000120253	0	0	0	0	0	1
ENST00000917626	ENSG00000119396	5	4	8	2	2	4
ENST00000917628	ENSG00000115234	3.23447	8.44206	4.76946	4.83796	8.087	9.10142
ENST00000917631	ENSG00000115234	4	3	10	15	8	5
ENST00000917637	ENSG00000148985	0	0	2	0	0	0
ENST00000917638	ENSG00000163807	0	1	0	0	0	0
ENST00000917639	ENSG00000163807	0	0	1	3	1	2
ENST00000917640	ENSG00000163807	2	3	4	8	10	15
ENST00000917641	ENSG00000163807	3	0	0	3	4	5
ENST00000917663	ENSG00000156603	0	3	1	0	0	0
ENST00000917664	ENSG00000156603	7	8	10	11	13	16
ENST00000917665	ENSG00000184752	14	10	23	17	19	24
ENST00000917666	ENSG00000184752	0	0	0	1	0	0
ENST00000917670	ENSG00000132475	5e-05	46.62584	54.54418	0.00029	4.31286	9.43452
ENST00000917671	ENSG00000132475	17	22	29	57	54	49
ENST00000917672	ENSG00000132475	0	0	0	3	0	0
ENST00000917674	ENSG00000041802	0	0	0	1	1	1
ENST00000917675	ENSG00000109332	13.29129	53.01316	53.45989	807	868	910
ENST00000917677	ENSG00000109332	1	1	1	8	7	14
ENST00000917680	ENSG00000109332	0	0	0	0	3	0
ENST00000917681	ENSG00000109332	1	1	3	0	0	1
ENST00000917682	ENSG00000109332	0	0	2	0	0	0
ENST00000917684	ENSG00000109332	0	1	0	0	2	1
ENST00000917685	ENSG00000109332	1	6	6	3	10	6
ENST00000917686	ENSG00000109332	0	1	0	0	1	0
ENST00000917687	ENSG00000109332	0	0	0	0	0	2
ENST00000917689	ENSG00000170633	0	0	2	0	0	0
ENST00000917691	ENSG00000163848	0	0	1	0	1	0
ENST00000917696	ENSG00000173436	8	9	18.99999	19	23	30.99999
ENST00000917697	ENSG00000173436	15	19	24	27	26	33
ENST00000917699	ENSG00000133895	0	0	0	0	0	1
ENST00000917702	ENSG00000133895	0	0	0	3	0	1
ENST00000917708	ENSG00000133895	0.43897	0	0	0	0	0
ENST00000917709	ENSG00000133895	0	0.19847	0.27998	0	0	0
ENST00000917711	ENSG00000133895	0	0	1	0	0	0
ENST00000917712	ENSG00000141642	0	0	0	0	0	1
ENST00000917713	ENSG00000095059	6	11	12	7	10	7
ENST00000917717	ENSG00000095059	3	0	1	0	0	0
ENST00000917718	ENSG00000197006	0	0	0	0	1.99999	0
ENST00000917719	ENSG00000174989	0	0	0	0	0	1
ENST00000917721	ENSG00000174989	0	0	0	0	0	2
ENST00000917722	ENSG00000183513	6.73749	22.43029	30.07286	0.44302	20.08761	0.8641
ENST00000917723	ENSG00000183513	4	0	5	5	6	7
ENST00000917724	ENSG00000183513	0	0	0	3	0	1
ENST00000917726	ENSG00000116489	0	0	0	0	1	0
ENST00000917729	ENSG00000130703	0	0	0	0	0.5	0
ENST00000917737	ENSG00000103253	1	0	0	0	1	0
ENST00000917742	ENSG00000103253	0	0	0	1	0	1
ENST00000917743	ENSG00000103253	0	0	0	0	0	2
ENST00000917745	ENSG00000154222	0	1	0	0	0	0
ENST00000917747	ENSG00000154222	1	1	0	0	0	0
ENST00000917748	ENSG00000143793	1	0	0	0	0	0
ENST00000917751	ENSG00000114354	0	0	0	0	1	0
ENST00000917753	ENSG00000114354	0	0	1	2	0	0
ENST00000917754	ENSG00000114354	0	0	0	0	1	0
ENST00000917758	ENSG00000114354	0	0	0	0	0	1
ENST00000917763	ENSG00000084234	0	1	3	6	3	3
ENST00000917768	ENSG00000084234	0	1	1	0.4598	2	0.99998
ENST00000917769	ENSG00000084234	0	4	0	8	8	4
ENST00000917774	ENSG00000134153	14	11	15	17	24	21
ENST00000917775	ENSG00000134153	0	0	0	1	0	1
ENST00000917776	ENSG00000185619	1	0	0	0	0	0
ENST00000917789	ENSG00000130768	0	0	1	0	0	0
ENST00000917794	ENSG00000115827	0	0	0	0	1	0
ENST00000917796	ENSG00000071462	91	118	139	110	146	129
ENST00000917797	ENSG00000071462	14	9	11	14	15	22
ENST00000917798	ENSG00000071462	0	0	0	1	3	0
ENST00000917799	ENSG00000071462	2	0	0	0	1	1
ENST00000917800	ENSG00000071462	0	0	0	2	0	1
ENST00000917801	ENSG00000071462	0	0	1	3	7	3
ENST00000917802	ENSG00000071462	2	4	2	21	44	41
ENST00000917803	ENSG00000153879	0	0	0	0	0	1
ENST00000917805	ENSG00000177030	0.89232	4	1	0	1.32325	1
ENST00000917829	ENSG00000104205	0	0	0	0	0	0.36153
ENST00000917830	ENSG00000164574	0	0	0	0	0	2
ENST00000917834	ENSG00000118420	0	0	1	0	1	0
ENST00000917837	ENSG00000115446	3	0	1	3	1	0
ENST00000917838	ENSG00000115446	0	0	0	1	0	0
ENST00000917841	ENSG00000115446	0	1	0	0	7	5
ENST00000917843	ENSG00000115446	0	0	0	1	0	0
ENST00000917845	ENSG00000115446	0	0	0	0	1	0
ENST00000917846	ENSG00000005448	2	6	11	1	0	1
ENST00000917847	ENSG00000005448	0	0	4	0	1	0
ENST00000917848	ENSG00000005448	1	2	3	0	1	0
ENST00000917849	ENSG00000005448	0	2	2	2	0	0
ENST00000917850	ENSG00000005448	0.86285	0.18159	9	0.80582	0	1e-05
ENST00000917851	ENSG00000005448	0	2	3	0	0	0
ENST00000917852	ENSG00000005448	3	0	4	0	0	0
ENST00000917853	ENSG00000005448	0	0	0	0	1	0
ENST00000917854	ENSG00000005448	2	9	7	4	1	7
ENST00000917855	ENSG00000005448	0.12123	0	2e-05	0.2917	0	0
ENST00000917861	ENSG00000132199	0	0	2	0	0	0
ENST00000917870	ENSG00000170903	0	0	1	0	0	0.245
ENST00000917898	ENSG00000143493	1	1	0	0	1	0
ENST00000917900	ENSG00000143493	0	0	0	0	1	0
ENST00000917901	ENSG00000143493	0	0	0	1	0	1
ENST00000917903	ENSG00000143493	0	0	0	0	1	0
ENST00000917908	ENSG00000130713	0	0	0	1	1	0
ENST00000917910	ENSG00000114416	0	1	1	1	5	5
ENST00000917911	ENSG00000114416	1	1	0	2	0	0
ENST00000917912	ENSG00000114416	3	0	0	1	3	0
ENST00000917913	ENSG00000114416	0	0	2	0	0	0
ENST00000917916	ENSG00000114416	0	0	0	0	2	0
ENST00000917918	ENSG00000114416	0	0	0	1	0	2
ENST00000917919	ENSG00000228623	1	4	3	20	24	25
ENST00000917920	ENSG00000228623	5	10	8	27	31	37
ENST00000917921	ENSG00000228623	73	33.01674	71.25828	80	81	71
ENST00000917922	ENSG00000228623	0	0	0	7	4	12
ENST00000917923	ENSG00000228623	0	0	0	12	0	0
ENST00000917926	ENSG00000130816	0	1	0	1	0	0
ENST00000917934	ENSG00000134982	0	0	0	0	1	0
ENST00000917944	ENSG00000130202	0	0	0	1	0	0
ENST00000917954	ENSG00000146215	0	3	4	0	0	0
ENST00000917959	ENSG00000146215	0	0	2	0	0	0
ENST00000917964	ENSG00000166133	0	0	0	0	0	1
ENST00000917965	ENSG00000172009	0	3	0	4	1.86861	5
ENST00000917968	ENSG00000172009	0	2	0	5	0.882	4
ENST00000917969	ENSG00000172009	0	1	0	0	0	0
ENST00000917970	ENSG00000172009	0	1	0	0	0	1
ENST00000917973	ENSG00000172009	0	0	0	0	0	1
ENST00000917975	ENSG00000197265	3	1	1	0	2	0
ENST00000917976	ENSG00000197265	0	0	0	0	1	0
ENST00000917978	ENSG00000184436	2	0	1	0	0	2
ENST00000917985	ENSG00000104522	9	11	14	7	6	9
ENST00000917990	ENSG00000104522	0	0	0	0	0	1
ENST00000917991	ENSG00000104522	55.20433	2e-05	2.87807	1.16097	1.22467	0.80256
ENST00000917996	ENSG00000116898	6	68	11	10	12	10
ENST00000917997	ENSG00000116898	0	1	0	1	1	0
ENST00000917998	ENSG00000116898	0	1	0	1	0	1
ENST00000918000	ENSG00000116898	0	1	1	4	6	1
ENST00000918001	ENSG00000116898	1	0	0	0	0	0
ENST00000918002	ENSG00000179361	0	0	0	0	1	0
ENST00000918005	ENSG00000179361	0	2.61007	0	0	0.93816	0
ENST00000918011	ENSG00000273045	0	1	0	0	0	0
ENST00000918012	ENSG00000273045	0	0	2	0	0	2
ENST00000918014	ENSG00000176890	1	0	2	3	2	5
ENST00000918015	ENSG00000204611	0	0	0	0	1	2
ENST00000918016	ENSG00000271303	0	2.66766	0	2	6.11895	2.36169
ENST00000918019	ENSG00000085760	0	1	1	2	1	2
ENST00000918029	ENSG00000085760	0	1	0	1	1	1
ENST00000918035	ENSG00000170348	0	0	0	1	0	0
ENST00000918036	ENSG00000115762	18	19	22	21	24	24
ENST00000918037	ENSG00000115762	3	3	2	5	11	9
ENST00000918038	ENSG00000115762	0	0	0	0	3	2
ENST00000918043	ENSG00000115762	2	0	1	0	1	2
ENST00000918044	ENSG00000187239	0	0.93108	0	0	0	0
ENST00000918046	ENSG00000029993	15	23	31	0	21	27
ENST00000918051	ENSG00000100290	1	2	2	1	1	0
ENST00000918054	ENSG00000166347	0	0	1	0	5	2
ENST00000918055	ENSG00000166347	25	40	0	27	0	28
ENST00000918057	ENSG00000067560	0	0	0	3	0	1
ENST00000918058	ENSG00000067560	1	7	4	5	3	6
ENST00000918059	ENSG00000067560	0	0	0	0	1	0
ENST00000918060	ENSG00000067560	11	13	7	9	20	13
ENST00000918061	ENSG00000067560	0	0	0	0	0	1
ENST00000918062	ENSG00000067560	1	1	0	5	5	1
ENST00000918063	ENSG00000067560	0	0	0	0	1	0
ENST00000918064	ENSG00000067560	1	0	1	0	5	4
ENST00000918065	ENSG00000067560	0	0	0	1	0	0
ENST00000918068	ENSG00000167770	3	9	15	9	7	7
ENST00000918072	ENSG00000175768	4	1	1	0	1	1
ENST00000918077	ENSG00000205609	0	6	3	8	5	4
ENST00000918078	ENSG00000205609	0	0	0	0	1	0
ENST00000918099	ENSG00000115966	0	0	0	0	1	0
ENST00000918103	ENSG00000095002	0	0	0	0	0	1
ENST00000918105	ENSG00000095002	0	0	0	1	0	0
ENST00000918111	ENSG00000114353	1	0	0	0	0	1
ENST00000918117	ENSG00000198301	0.9476	0.89549	0	3	2.91524	3.99906
ENST00000918125	ENSG00000126945	0	0.00329	0	1	1	0
ENST00000918128	ENSG00000090273	14	8	12	7	4	9
ENST00000918131	ENSG00000090273	1	0	0	0	1	0
ENST00000918132	ENSG00000090273	1	2	1	0	1	0
ENST00000918135	ENSG00000118246	0	0	0	0	1	0
ENST00000918136	ENSG00000118246	0	0	1	1	0	0
ENST00000918137	ENSG00000171943	0	0	0	0	0.09797	0
ENST00000918140	ENSG00000084463	9	23	17.77452	11	13	20
ENST00000918147	ENSG00000157064	0	1	0	0	0	0
ENST00000918158	ENSG00000138443	0	1	0	0	0	1
ENST00000918162	ENSG00000167302	2	0	0	1	0	1
ENST00000918165	ENSG00000167302	0	1	0	1	0	0
ENST00000918172	ENSG00000166333	0	0.98037	0.98572	0	1.18911	1.20738
ENST00000918175	ENSG00000122359	0	0	1	2	0	3
ENST00000918177	ENSG00000109107	0	4	0.94729	2	3	2
ENST00000918178	ENSG00000109107	0	2	0	0	3	3
ENST00000918179	ENSG00000109107	1	0	0	0	0	1
ENST00000918187	ENSG00000152904	0	4	8	12	12	33
ENST00000918189	ENSG00000152904	0	0	0	1	0	0
ENST00000918190	ENSG00000152904	0	0	0	2	4	2
ENST00000918196	ENSG00000067715	0	0	0	2	0	3
ENST00000918200	ENSG00000067715	0	3	11	11	7	6
ENST00000918201	ENSG00000067715	0	0	0	2	1	0
ENST00000918203	ENSG00000152219	2	0	0	3	7	6
ENST00000918205	ENSG00000137338	0	3	0.28683	0.7339	0	0
ENST00000918210	ENSG00000143256	0.1283	0	0	0	4	0
ENST00000918211	ENSG00000143256	2	4	2	11	9	4
ENST00000918212	ENSG00000143256	0	0	0	5	0	1
ENST00000918218	ENSG00000102225	0	0	0	0	0	1
ENST00000918219	ENSG00000102225	0.87121	0	0	5.39176	5	5
ENST00000918222	ENSG00000102225	16.99999	15.33404	11.43737	12.89287	17.69025	16.5
ENST00000918226	ENSG00000102225	0.38421	0	0	0	0.76663	0.9025
ENST00000918227	ENSG00000102225	0	0.18367	0	0	0.25908	0.73873
ENST00000918229	ENSG00000189091	0.07728	3.00283	1.92673	4.14754	0.11624	10
ENST00000918230	ENSG00000189091	0	0	0	1	0	0
ENST00000918235	ENSG00000189091	0	0	0	1	0	0
ENST00000918244	ENSG00000135750	0	0	1	0	0	0
ENST00000918247	ENSG00000164675	0	0	0	0	0	3
ENST00000918248	ENSG00000130921	0	0	2	1	5	5
ENST00000918249	ENSG00000130921	6	9	7	13	6	17
ENST00000918250	ENSG00000147003	0	1	3	3	4	4
ENST00000918251	ENSG00000147003	1	0	2	1	0	0
ENST00000918252	ENSG00000110107	8.9886	13.56854	16	16	14	18
ENST00000918254	ENSG00000114902	0	0	0	1	0	0
ENST00000918268	ENSG00000143079	0	0	1	0	0	0
ENST00000918270	ENSG00000042493	0	1	0	0	3	0
ENST00000918279	ENSG00000272886	0	0	0	1	0	0
ENST00000918285	ENSG00000030582	0	6	4	17	18	11
ENST00000918288	ENSG00000149929	0	0	1	0	0	1
ENST00000918291	ENSG00000075711	0	0	0	0	0	1
ENST00000918308	ENSG00000156970	0	0	0	0	1	0
ENST00000918311	ENSG00000153006	82	39	80	87	76	69
ENST00000918312	ENSG00000153006	0	0	0	2	1	0
ENST00000918318	ENSG00000110955	59	166	130	141	186	187
ENST00000918319	ENSG00000110955	0	0	1	2	6	2
ENST00000918320	ENSG00000110955	68	118	131	118	135	142
ENST00000918321	ENSG00000110955	0	0	0	1	2	0
ENST00000918322	ENSG00000110955	2	1	0	3	2	5
ENST00000918323	ENSG00000110955	1	0	3	1	1	0
ENST00000918324	ENSG00000110955	0	2	0	1	0	0
ENST00000918325	ENSG00000110955	0	0	0	1	0	1
ENST00000918328	ENSG00000110955	0	0	0	0	1	0
ENST00000918329	ENSG00000214160	0	0	1	1	3	0
ENST00000918331	ENSG00000163879	0	1	0	0	0	0
ENST00000918349	ENSG00000105948	0	1	0	0	0	0
ENST00000918357	ENSG00000164430	0	0	0	0	0	0.32082
ENST00000918358	ENSG00000164430	0	0	0	0	0	1
ENST00000918359	ENSG00000105404	25	55	33	18	28	29
ENST00000918360	ENSG00000105404	14	30	24	14	13	25
ENST00000918362	ENSG00000105404	0	0	1	0	0	0
ENST00000918363	ENSG00000184368	0	0	0	1	0	0
ENST00000918366	ENSG00000165526	19	18	22	9	7	16
ENST00000918367	ENSG00000197345	0	0	0	0	1	0
ENST00000918368	ENSG00000197345	0	0	0	0	0	3
ENST00000918369	ENSG00000133318	41	61	82	67	56	75
ENST00000918372	ENSG00000133318	0	2	0	0	1	3
ENST00000918375	ENSG00000119640	0	1	0	0	1	1
ENST00000918376	ENSG00000119640	1	0	0	0	3	1
ENST00000918379	ENSG00000119640	28.30417	27.63296	44.52049	15.80178	24.72615	21.76052
ENST00000918382	ENSG00000172725	2	5	3	3	5	2
ENST00000918383	ENSG00000172725	3	0	3	1	0	1
ENST00000918384	ENSG00000172725	0	0	2	0	0	0
ENST00000918385	ENSG00000172725	0	0	0	0	1	0
ENST00000918386	ENSG00000172725	0	1	0	0	0	4
ENST00000918390	ENSG00000071626	0	0	0	0	0	2
ENST00000918400	ENSG00000166452	0	0.70524	0.54012	2.53362	1	3.80123
ENST00000918402	ENSG00000166452	0	0	0	1	0	2
ENST00000918403	ENSG00000166452	0	0	2	0	0	2
ENST00000918404	ENSG00000166452	0	0	0	4.46037	1.17284	2.1223
ENST00000918405	ENSG00000166452	0	0	4	0	0	0
ENST00000918407	ENSG00000102984	0	0	0	0	1	0
ENST00000918412	ENSG00000174628	2	0	0	0	1	0
ENST00000918413	ENSG00000034693	0.14438	6	3.7914	6.5	0	0
ENST00000918414	ENSG00000034693	2	0	0	0	1	0
ENST00000918418	ENSG00000130935	0	0	0	2	0	0
ENST00000918419	ENSG00000130935	0	0	0	1	0	0
ENST00000918420	ENSG00000130935	0	0	0	1	0	0
ENST00000918421	ENSG00000130935	0	0	0	6	5	0
ENST00000918423	ENSG00000171311	0.64894	0	0	0.32319	0	1.9051
ENST00000918424	ENSG00000171311	0	0	0	1	1	0
ENST00000918425	ENSG00000171311	6	3	7	8	3	8
ENST00000918426	ENSG00000171311	0	1	2	0	0	0
ENST00000918429	ENSG00000171311	0	0	0	0	0	1
ENST00000918430	ENSG00000171311	0	1	0	2	0	0
ENST00000918431	ENSG00000117262	0	0	1.51731	1.02973	3.24092	0.88122
ENST00000918433	ENSG00000175324	0	1	0	0	0	3
ENST00000918438	ENSG00000167642	2.17349	38.68823	14.33519	60.57518	80.44419	86.47608
ENST00000918439	ENSG00000167642	1e-05	0	1e-05	2.80626	3	3.30405
ENST00000918440	ENSG00000167642	55	4	76	49	70	62
ENST00000918449	ENSG00000182180	4	1	1	1	1	1
ENST00000918450	ENSG00000182180	0	0	0	0	3	0
ENST00000918451	ENSG00000072958	3	13	11	12	18	19
ENST00000918452	ENSG00000167105	11	9	7	3	8	3
ENST00000918456	ENSG00000118680	1	0	0	1	0	0
ENST00000918459	ENSG00000164338	0	0	0	0.96915	0	1.42849
ENST00000918464	ENSG00000131069	0	0	0	1	0	0
ENST00000918465	ENSG00000213719	210	332	320	228	240	231
ENST00000918466	ENSG00000213719	113	227	51	136	54	134
ENST00000918467	ENSG00000213719	63	106	104	82	89	95
ENST00000918481	ENSG00000162664	0	0	2	4	5	1
ENST00000918484	ENSG00000068438	0	0	2	5	1	0
ENST00000918485	ENSG00000068438	0	0	0	0	0	1
ENST00000918486	ENSG00000068438	0	0	0	2	4	0
ENST00000918487	ENSG00000112874	0	0	0	0	1	0
ENST00000918496	ENSG00000128039	0.00447	0.93889	1.37777	3.29722	3.17023	3.92334
ENST00000918499	ENSG00000135521	0	0	2	2	0	0
ENST00000918501	ENSG00000135521	0	0	0	0	1	1
ENST00000918502	ENSG00000099875	0	0	0	0	0	0.97541
ENST00000918503	ENSG00000011426	0	1	1	1	1	0
ENST00000918507	ENSG00000013810	0	1	2	3	2	2
ENST00000918509	ENSG00000013810	3	8	2	3	1	4
ENST00000918512	ENSG00000013810	1	3	1	0	0	0
ENST00000918513	ENSG00000013810	0	0	0	1	0	0
ENST00000918515	ENSG00000013810	0	0	1	0	0	0
ENST00000918517	ENSG00000164074	0	0	0	0	1	0
ENST00000918520	ENSG00000129354	15	35	12	14	8	5
ENST00000918521	ENSG00000129354	5	7	4	8	4	13
ENST00000918522	ENSG00000129354	1	5	0	0	0	0
ENST00000918524	ENSG00000129354	0	1	1	1	0	3
ENST00000918526	ENSG00000129354	0	1	0	0	0	0
ENST00000918527	ENSG00000129354	0	0	0	0	2	3
ENST00000918531	ENSG00000129354	0	1	3	0	0	0
ENST00000918532	ENSG00000135446	1727	2554	2636	144	155	188
ENST00000918533	ENSG00000135446	0	1	0	1	0	0
ENST00000918534	ENSG00000135446	22	37	33	1	1	1
ENST00000918535	ENSG00000135446	10	7	11	0	0	1
ENST00000918536	ENSG00000158019	4	3	11	3	1	2
ENST00000918537	ENSG00000158019	0	0	1	0	1	0
ENST00000918538	ENSG00000158019	3	2	0	5	2	2
ENST00000918561	ENSG00000103091	0	0	0	0	0	1
ENST00000918572	ENSG00000167550	1	0	2	1	11	3
ENST00000918576	ENSG00000179546	0	1	0	0	0	0
ENST00000918577	ENSG00000179546	0	1	1	0	0	0
ENST00000918580	ENSG00000179546	0	0	1	0	0	0
ENST00000918587	ENSG00000101166	0	0	5	2	0	3
ENST00000918591	ENSG00000091640	27	24.05514	40	12	10	12
ENST00000918592	ENSG00000091640	2	0	0	0	0	0
ENST00000918593	ENSG00000091640	0	1e-05	0	0	0	0
ENST00000918595	ENSG00000118523	0	0	0	0	1	0
ENST00000918597	ENSG00000067829	5	2	0	1	0	0
ENST00000918598	ENSG00000164615	0	0	0	1	0	0
ENST00000918599	ENSG00000164615	0	0	0.19638	0	0	0
ENST00000918600	ENSG00000164615	4	2	0	5	3	1
ENST00000918601	ENSG00000164615	0	0	0	3.00196	0.9556	3.58014
ENST00000918602	ENSG00000164615	0	0	0	0	1	1
ENST00000918605	ENSG00000103550	0	0	0	0	0	1
ENST00000918610	ENSG00000180964	0	0	2	5	2	0
ENST00000918611	ENSG00000180964	0	3	0	0	1	0
ENST00000918612	ENSG00000180964	0	1	0	0	0	0
ENST00000918615	ENSG00000180964	0	0	2	1	0	0
ENST00000918616	ENSG00000180964	0	0	0	1	0	0
ENST00000918617	ENSG00000198755	203	10	463	239	402	340
ENST00000918618	ENSG00000198755	14	16	27	22	33	11
ENST00000918619	ENSG00000198755	0.00013	1.26231	0.5	1	0.21569	0
ENST00000918620	ENSG00000198755	4	5	3	8	6	5
ENST00000918621	ENSG00000198755	9	9	8	9	9	7
ENST00000918622	ENSG00000198755	1	2	2	1	2	1
ENST00000918623	ENSG00000198755	2	1	2	0	0	0
ENST00000918642	ENSG00000152795	0	0	3e-05	0	2.64399	0
ENST00000918643	ENSG00000152795	0.00056	1	3	2	0.0124	0.08179
ENST00000918644	ENSG00000152795	1	2	1	0	1	1
ENST00000918646	ENSG00000149554	0	1	0	5	6	4
ENST00000918647	ENSG00000149554	0	0	1	0	0	0
ENST00000918648	ENSG00000149554	0	0	0	0	0	1
ENST00000918650	ENSG00000241837	0	1	0	0	0	1
ENST00000918651	ENSG00000241837	0	2	0	0	1	0
ENST00000918652	ENSG00000241837	3	1	0	0	1	0
ENST00000918653	ENSG00000241837	3	3	20	3	7	7
ENST00000918654	ENSG00000241837	0	5	1	1	0	1
ENST00000918662	ENSG00000173801	1	4	4	0	4	6
ENST00000918663	ENSG00000173801	0	0	1	1	0	1
ENST00000918665	ENSG00000173801	0	0	0	0	0	1
ENST00000918681	ENSG00000177576	0	0	0	0	5.81188	0
ENST00000918683	ENSG00000177576	6.99999	0	0	8	2.92618	0
ENST00000918684	ENSG00000177576	0	1	0	0	0	0
ENST00000918688	ENSG00000115677	0	0	0	0	1	1
ENST00000918689	ENSG00000115677	0	0	0	0	0	1
ENST00000918691	ENSG00000115677	0	0	0	1	0	0
ENST00000918692	ENSG00000178307	0	0	0	0	1	0
ENST00000918694	ENSG00000071127	0.22267	0.18635	0	0.5742	23	30
ENST00000918696	ENSG00000071127	0	0	0	0	0	1
ENST00000918697	ENSG00000135452	0	2	2	0	0	0
ENST00000918699	ENSG00000106290	0	0	0	0	1	0
ENST00000918702	ENSG00000106290	0	1	0	0	1	0
ENST00000918706	ENSG00000106290	0	2	1	0	0	0
ENST00000918708	ENSG00000106290	1	0	1	0	0	1
ENST00000918713	ENSG00000106290	0	1	0	0	0	0
ENST00000918715	ENSG00000106290	1	0	0	0	0	0
ENST00000918718	ENSG00000106290	0	0	1	0	0	0
ENST00000918721	ENSG00000106290	0	1	0	0	0	0
ENST00000918724	ENSG00000133321	66	99	108	0	0	0
ENST00000918725	ENSG00000133321	13	17	16	0	0	0
ENST00000918726	ENSG00000133321	0	6	1	0	0	0
ENST00000918734	ENSG00000088356	0	0	0	2	0	2
ENST00000918742	ENSG00000107443	0	0	0	0	0	0.5
ENST00000918745	ENSG00000107443	0	0	0	0	0	0.6474
ENST00000918746	ENSG00000117318	30.99994	44.99993	56.99991	43.99992	57.99991	49
ENST00000918750	ENSG00000117318	0	0	1	0	0	0
ENST00000918757	ENSG00000198556	0	0	0	0	1	0
ENST00000918758	ENSG00000198556	0	0	1	2	1	0
ENST00000918760	ENSG00000116977	0	0	0	3.83801	5.25065	8
ENST00000918761	ENSG00000205629	3	2	8	0	0	0
ENST00000918762	ENSG00000205629	0	0	0	2	2	0
ENST00000918763	ENSG00000205629	0	0	0	0	0	2
ENST00000918764	ENSG00000140931	0.04393	0.11155	0.02916	0	0.03416	0
ENST00000918766	ENSG00000134684	12	33	5.0208	26.99999	11.27909	1.8309
ENST00000918767	ENSG00000134684	1	4	4	5	2	6
ENST00000918768	ENSG00000134684	7	8	8	9	6	9
ENST00000918770	ENSG00000134684	0	0	0	0	0	2
ENST00000918772	ENSG00000197912	0	0	2	0	0.84218	0
ENST00000918784	ENSG00000123562	0	2	0	0	0	4
ENST00000918787	ENSG00000123562	2	2	2	2	1	2
ENST00000918789	ENSG00000123562	1	2	2	3	12	2
ENST00000918790	ENSG00000123562	0	1	4	1	1	2
ENST00000918791	ENSG00000123562	0	0	0	1	0	1
ENST00000918792	ENSG00000123562	1	9	8	6	17	10
ENST00000918795	ENSG00000123562	1	1	0	3	3	1
ENST00000918796	ENSG00000123562	0.01865	9	5	4	1	0.03516
ENST00000918797	ENSG00000123562	0	2	0	2	1	0
ENST00000918798	ENSG00000123562	0.10889	0	2	0	0	0
ENST00000918799	ENSG00000123562	0	0	0	0	1	0
ENST00000918800	ENSG00000123562	0	0	5	1	0	1
ENST00000918801	ENSG00000123562	0	1	0	1	0	0
ENST00000918802	ENSG00000123562	0	0	0	0	1	0
ENST00000918804	ENSG00000123562	0	0	0	0	0	2
ENST00000918805	ENSG00000123562	0	2	1	5	4	3
ENST00000918806	ENSG00000123562	0	0.82538	0	0	0	0.37391
ENST00000918807	ENSG00000123562	0	0	1	0	0	0
ENST00000918808	ENSG00000123562	0	0	0	0	0	1
ENST00000918814	ENSG00000123562	0	0	1	0	1	0
ENST00000918818	ENSG00000123562	0	1	0	0	0	0
ENST00000918824	ENSG00000104413	1	5	2	4	6	5
ENST00000918826	ENSG00000104413	0	0	0	1	0	0
ENST00000918827	ENSG00000147400	0	6	0	9	0	0
ENST00000918844	ENSG00000100644	0	0	0	0.3169	1	0.80128
ENST00000918845	ENSG00000100644	0	1	0	0	0	0
ENST00000918853	ENSG00000205323	3	5	5	4	7	10
ENST00000918854	ENSG00000205323	0	10	5	7	13	9
ENST00000918855	ENSG00000205323	0	0	0	2	1	1
ENST00000918856	ENSG00000205323	0	0	0	0	0	1
ENST00000918857	ENSG00000205323	0	1	1	1	0	0
ENST00000918864	ENSG00000161558	0	0	0	1	0	0
ENST00000918865	ENSG00000112130	0	0	0	1	0	0
ENST00000918866	ENSG00000112130	0	0	0	3	0	0
ENST00000918870	ENSG00000075415	132.99998	154.14842	142	110.99999	32.27468	125.88808
ENST00000918871	ENSG00000075415	20	19	25	12	21	27
ENST00000918872	ENSG00000075415	0	0.1653	0	0.3549	0.08937	0.10498
ENST00000918873	ENSG00000075415	3	1	2	0	4	4
ENST00000918874	ENSG00000075415	2	0	0	0	2	2
ENST00000918876	ENSG00000075415	0	0	0	2	0	7
ENST00000918878	ENSG00000075415	0	0	4	1	0	1
ENST00000918880	ENSG00000075415	0	0	0	0	0	1
ENST00000918881	ENSG00000167863	0	0	0	0	3	0
ENST00000918882	ENSG00000167863	0	0	4	0	2	1
ENST00000918884	ENSG00000167863	17	15.99994	37	35	26	23
